state,region,year,month,date,consumption_mu,population_millions,per_capita_kwh
Meghalaya,Northeastern,2019,7,2019-07-01,231.0,3.4,67.94
Meghalaya,Northeastern,2019,8,2019-08-01,232.0,3.4,68.24
Meghalaya,Northeastern,2019,9,2019-09-01,220.6,3.4,64.88
Meghalaya,Northeastern,2019,10,2019-10-01,214.2,3.4,63.0
Meghalaya,Northeastern,2019,11,2019-11-01,205.4,3.4,60.41
Meghalaya,Northeastern,2019,12,2019-12-01,206.3,3.4,60.68
Meghalaya,Northeastern,2020,1,2020-01-01,219.6,3.4,64.59
Meghalaya,Northeastern,2020,2,2020-02-01,207.2,3.4,60.94
Meghalaya,Northeastern,2020,3,2020-03-01,210.5,3.4,61.91
Meghalaya,Northeastern,2020,4,2020-04-01,180.9,3.4,53.21
Meghalaya,Northeastern,2020,5,2020-05-01,212.6,3.4,62.53
Meghalaya,Northeastern,2020,6,2020-06-01,237.2,3.4,69.76
Meghalaya,Northeastern,2020,7,2020-07-01,236.5,3.4,69.56
Meghalaya,Northeastern,2020,8,2020-08-01,232.3,3.4,68.32
Meghalaya,Northeastern,2020,9,2020-09-01,234.2,3.4,68.88
Meghalaya,Northeastern,2020,10,2020-10-01,228.6,3.4,67.24
Meghalaya,Northeastern,2020,11,2020-11-01,221.4,3.4,65.12
Meghalaya,Northeastern,2020,12,2020-12-01,230.4,3.4,67.76
Nagaland,Northeastern,2019,1,2019-01-01,101.9,2.2,46.32
Nagaland,Northeastern,2019,2,2019-02-01,100.0,2.2,45.45
Nagaland,Northeastern,2019,3,2019-03-01,110.8,2.2,50.36
Nagaland,Northeastern,2019,4,2019-04-01,117.5,2.2,53.41
Nagaland,Northeastern,2019,5,2019-05-01,122.7,2.2,55.77
Nagaland,Northeastern,2019,6,2019-06-01,119.0,2.2,54.09
Nagaland,Northeastern,2019,7,2019-07-01,118.8,2.2,54.0
Nagaland,Northeastern,2019,8,2019-08-01,112.3,2.2,51.05
Nagaland,Northeastern,2019,9,2019-09-01,110.0,2.2,50.0
Nagaland,Northeastern,2019,10,2019-10-01,106.7,2.2,48.5
Nagaland,Northeastern,2019,11,2019-11-01,103.7,2.2,47.14
Nagaland,Northeastern,2019,12,2019-12-01,104.3,2.2,47.41
Nagaland,Northeastern,2020,1,2020-01-01,107.5,2.2,48.86
Nagaland,Northeastern,2020,2,2020-02-01,104.1,2.2,47.32
Nagaland,Northeastern,2020,3,2020-03-01,106.4,2.2,48.36
Nagaland,Northeastern,2020,4,2020-04-01,95.0,2.2,43.18
Nagaland,Northeastern,2020,5,2020-05-01,108.1,2.2,49.14
Nagaland,Northeastern,2020,6,2020-06-01,119.7,2.2,54.41
Nagaland,Northeastern,2020,7,2020-07-01,116.7,2.2,53.05
Nagaland,Northeastern,2020,8,2020-08-01,120.0,2.2,54.55
Nagaland,Northeastern,2020,9,2020-09-01,112.8,2.2,51.27
Nagaland,Northeastern,2020,10,2020-10-01,117.6,2.2,53.45
Nagaland,Northeastern,2020,11,2020-11-01,113.3,2.2,51.5
Nagaland,Northeastern,2020,12,2020-12-01,110.6,2.2,50.27
Odisha,Eastern,2019,1,2019-01-01,5662.1,46.0,123.09
Odisha,Eastern,2019,2,2019-02-01,5411.3,46.0,117.64
Odisha,Eastern,2019,3,2019-03-01,5833.9,46.0,126.82
Odisha,Eastern,2019,4,2019-04-01,6424.5,46.0,139.66
Odisha,Eastern,2019,5,2019-05-01,6754.5,46.0,146.84
Odisha,Eastern,2019,6,2019-06-01,6566.9,46.0,142.76
Odisha,Eastern,2019,7,2019-07-01,6282.5,46.0,136.58
Odisha,Eastern,2019,8,2019-08-01,6121.1,46.0,133.07
Odisha,Eastern,2019,9,2019-09-01,6254.4,46.0,135.97
Odisha,Eastern,2019,10,2019-10-01,5995.2,46.0,130.33
Odisha,Eastern,2019,11,2019-11-01,5733.3,46.0,124.64
Odisha,Eastern,2019,12,2019-12-01,5923.6,46.0,128.77
Odisha,Eastern,2020,1,2020-01-01,6020.4,46.0,130.88
Odisha,Eastern,2020,2,2020-02-01,5744.2,46.0,124.87
Odisha,Eastern,2020,3,2020-03-01,5719.2,46.0,124.33
Odisha,Eastern,2020,4,2020-04-01,4268.6,46.0,92.8
Odisha,Eastern,2020,5,2020-05-01,5117.1,46.0,111.24
Odisha,Eastern,2020,6,2020-06-01,6258.2,46.0,136.05
Odisha,Eastern,2020,7,2020-07-01,6246.1,46.0,135.78
Odisha,Eastern,2020,8,2020-08-01,6306.6,46.0,137.1
Odisha,Eastern,2020,9,2020-09-01,6630.0,46.0,144.13
Odisha,Eastern,2020,10,2020-10-01,6670.8,46.0,145.02
Odisha,Eastern,2020,11,2020-11-01,6085.3,46.0,132.29
Odisha,Eastern,2020,12,2020-12-01,6475.1,46.0,140.76
Puducherry,Southern,2019,1,2019-01-01,352.0,1.6,220.0
Puducherry,Southern,2019,2,2019-02-01,345.7,1.6,216.06
Puducherry,Southern,2019,3,2019-03-01,380.8,1.6,238.0
Puducherry,Southern,2019,4,2019-04-01,399.4,1.6,249.62
Puducherry,Southern,2019,5,2019-05-01,436.0,1.6,272.5
Puducherry,Southern,2019,6,2019-06-01,409.3,1.6,255.81
Puducherry,Southern,2019,7,2019-07-01,385.1,1.6,240.69
Puducherry,Southern,2019,8,2019-08-01,387.3,1.6,242.06
Puducherry,Southern,2019,9,2019-09-01,382.2,1.6,238.88
Puducherry,Southern,2019,10,2019-10-01,368.4,1.6,230.25
Puducherry,Southern,2019,11,2019-11-01,346.1,1.6,216.31
Puducherry,Southern,2019,12,2019-12-01,360.5,1.6,225.31
Puducherry,Southern,2020,1,2020-01-01,367.3,1.6,229.56
Puducherry,Southern,2020,2,2020-02-01,366.2,1.6,228.88
Puducherry,Southern,2020,3,2020-03-01,362.0,1.6,226.25
Puducherry,Southern,2020,4,2020-04-01,299.6,1.6,187.25
Puducherry,Southern,2020,5,2020-05-01,353.1,1.6,220.69
Puducherry,Southern,2020,6,2020-06-01,397.7,1.6,248.56
Puducherry,Southern,2020,7,2020-07-01,400.1,1.6,250.06
Puducherry,Southern,2020,8,2020-08-01,409.4,1.6,255.88
Puducherry,Southern,2020,9,2020-09-01,400.5,1.6,250.31
Puducherry,Southern,2020,10,2020-10-01,404.4,1.6,252.75
Puducherry,Southern,2020,11,2020-11-01,382.5,1.6,239.06
Puducherry,Southern,2020,12,2020-12-01,391.9,1.6,244.94
Punjab,Northern,2019,1,2019-01-01,4948.2,30.0,164.94
Punjab,Northern,2019,2,2019-02-01,4825.9,30.0,160.86
Punjab,Northern,2019,3,2019-03-01,5097.6,30.0,169.92
Punjab,Northern,2019,4,2019-04-01,5454.8,30.0,181.83
Punjab,Northern,2019,5,2019-05-01,5982.5,30.0,199.42
Punjab,Northern,2019,6,2019-06-01,5856.0,30.0,195.2
Punjab,Northern,2019,7,2019-07-01,5532.7,30.0,184.42
Punjab,Northern,2019,8,2019-08-01,5434.1,30.0,181.14
Punjab,Northern,2019,9,2019-09-01,5245.9,30.0,174.86
Punjab,Northern,2019,10,2019-10-01,5158.9,30.0,171.96
Punjab,Northern,2019,11,2019-11-01,5003.9,30.0,166.8
Punjab,Northern,2019,12,2019-12-01,4981.0,30.0,166.03
Punjab,Northern,2020,1,2020-01-01,5371.0,30.0,179.03
Punjab,Northern,2020,2,2020-02-01,5092.1,30.0,169.74
Punjab,Northern,2020,3,2020-03-01,4901.1,30.0,163.37
Punjab,Northern,2020,4,2020-04-01,4172.8,30.0,139.09
Punjab,Northern,2020,5,2020-05-01,4807.4,30.0,160.25
Punjab,Northern,2020,6,2020-06-01,5667.5,30.0,188.92
Punjab,Northern,2020,7,2020-07-01,5666.1,30.0,188.87
Punjab,Northern,2020,8,2020-08-01,5553.9,30.0,185.13
Punjab,Northern,2020,9,2020-09-01,5753.4,30.0,191.78
Punjab,Northern,2020,10,2020-10-01,5639.8,30.0,187.99
Punjab,Northern,2020,11,2020-11-01,5447.8,30.0,181.59
Punjab,Northern,2020,12,2020-12-01,5698.0,30.0,189.93
Rajasthan,Northern,2019,1,2019-01-01,6437.6,81.0,79.48
Rajasthan,Northern,2019,2,2019-02-01,6094.0,81.0,75.23
Rajasthan,Northern,2019,3,2019-03-01,6779.6,81.0,83.7
Rajasthan,Northern,2019,4,2019-04-01,7286.9,81.0,89.96
Rajasthan,Northern,2019,5,2019-05-01,7625.5,81.0,94.14
Rajasthan,Northern,2019,6,2019-06-01,7607.5,81.0,93.92
Rajasthan,Northern,2019,7,2019-07-01,7182.3,81.0,88.67
Rajasthan,Northern,2019,8,2019-08-01,6917.3,81.0,85.4
Rajasthan,Northern,2019,9,2019-09-01,6937.0,81.0,85.64
Rajasthan,Northern,2019,10,2019-10-01,6749.3,81.0,83.32
Rajasthan,Northern,2019,11,2019-11-01,6591.4,81.0,81.38
Rajasthan,Northern,2019,12,2019-12-01,6658.6,81.0,82.2
Rajasthan,Northern,2020,1,2020-01-01,6661.5,81.0,82.24
Rajasthan,Northern,2020,2,2020-02-01,6490.0,81.0,80.12
Rajasthan,Northern,2020,3,2020-03-01,6558.6,81.0,80.97
Rajasthan,Northern,2020,4,2020-04-01,5460.6,81.0,67.41
Rajasthan,Northern,2020,5,2020-05-01,6432.3,81.0,79.41
Rajasthan,Northern,2020,6,2020-06-01,7727.4,81.0,95.4
Rajasthan,Northern,2020,7,2020-07-01,7318.8,81.0,90.36
Rajasthan,Northern,2020,8,2020-08-01,7447.7,81.0,91.95
Rajasthan,Northern,2020,9,2020-09-01,7488.4,81.0,92.45
Rajasthan,Northern,2020,10,2020-10-01,7365.9,81.0,90.94
Rajasthan,Northern,2020,11,2020-11-01,6971.3,81.0,86.07
Rajasthan,Northern,2020,12,2020-12-01,7291.6,81.0,90.02
Tamil Nadu,Southern,2019,1,2019-01-01,12145.5,77.0,157.73
Tamil Nadu,Southern,2019,2,2019-02-01,11751.7,77.0,152.62
Tamil Nadu,Southern,2019,3,2019-03-01,12889.6,77.0,167.4
Tamil Nadu,Southern,2019,4,2019-04-01,13549.3,77.0,175.96
Tamil Nadu,Southern,2019,5,2019-05-01,14595.8,77.0,189.56
Tamil Nadu,Southern,2019,6,2019-06-01,14124.0,77.0,183.43
Tamil Nadu,Southern,2019,7,2019-07-01,13481.2,77.0,175.08
Tamil Nadu,Southern,2019,8,2019-08-01,13132.3,77.0,170.55
Tamil Nadu,Southern,2019,9,2019-09-01,12918.8,77.0,167.78
Tamil Nadu,Southern,2019,10,2019-10-01,12624.7,77.0,163.96
Tamil Nadu,Southern,2019,11,2019-11-01,11977.2,77.0,155.55
Tamil Nadu,Southern,2019,12,2019-12-01,12639.6,77.0,164.15
Tamil Nadu,Southern,2020,1,2020-01-01,12524.9,77.0,162.66
Tamil Nadu,Southern,2020,2,2020-02-01,12082.5,77.0,156.92
Tamil Nadu,Southern,2020,3,2020-03-01,12215.4,77.0,158.64
Tamil Nadu,Southern,2020,4,2020-04-01,9693.2,77.0,125.89
Tamil Nadu,Southern,2020,5,2020-05-01,11599.9,77.0,150.65
Tamil Nadu,Southern,2020,6,2020-06-01,13604.1,77.0,176.68
Tamil Nadu,Southern,2020,7,2020-07-01,13479.0,77.0,175.05
Tamil Nadu,Southern,2020,8,2020-08-01,13473.6,77.0,174.98
Tamil Nadu,Southern,2020,9,2020-09-01,13830.6,77.0,179.62
Tamil Nadu,Southern,2020,10,2020-10-01,13534.7,77.0,175.78
Tamil Nadu,Southern,2020,11,2020-11-01,13310.2,77.0,172.86
Tamil Nadu,Southern,2020,12,2020-12-01,13495.7,77.0,175.27
Telangana,Southern,2019,1,2019-01-01,6160.0,39.0,157.95
Telangana,Southern,2019,2,2019-02-01,6043.6,39.0,154.96
Telangana,Southern,2019,3,2019-03-01,6599.7,39.0,169.22
Telangana,Southern,2019,4,2019-04-01,7233.0,39.0,185.46
Telangana,Southern,2019,5,2019-05-01,7611.0,39.0,195.15
Telangana,Southern,2019,6,2019-06-01,7306.2,39.0,187.34
Telangana,Southern,2019,7,2019-07-01,6874.1,39.0,176.26
Telangana,Southern,2019,8,2019-08-01,6884.4,39.0,176.52
Telangana,Southern,2019,9,2019-09-01,6567.3,39.0,168.39
Telangana,Southern,2019,10,2019-10-01,6677.5,39.0,171.22
Telangana,Southern,2019,11,2019-11-01,6409.4,39.0,164.34
Telangana,Southern,2019,12,2019-12-01,6320.2,39.0,162.06
Telangana,Southern,2020,1,2020-01-01,6435.1,39.0,165.0
Telangana,Southern,2020,2,2020-02-01,6521.6,39.0,167.22
Telangana,Southern,2020,3,2020-03-01,6275.4,39.0,160.91
Telangana,Southern,2020,4,2020-04-01,5242.8,39.0,134.43
Telangana,Southern,2020,5,2020-05-01,5960.3,39.0,152.83
Telangana,Southern,2020,6,2020-06-01,6992.5,39.0,179.29
Telangana,Southern,2020,7,2020-07-01,7029.1,39.0,180.23
Telangana,Southern,2020,8,2020-08-01,7108.8,39.0,182.28
Telangana,Southern,2020,9,2020-09-01,7122.9,39.0,182.64
Telangana,Southern,2020,10,2020-10-01,7156.9,39.0,183.51
Telangana,Southern,2020,11,2020-11-01,6697.2,39.0,171.72
Telangana,Southern,2020,12,2020-12-01,6995.3,39.0,179.37
Tripura,Northeastern,2019,1,2019-01-01,180.9,4.1,44.12
Tripura,Northeastern,2019,2,2019-02-01,169.7,4.1,41.39
Tripura,Northeastern,2019,3,2019-03-01,183.4,4.1,44.73
Tripura,Northeastern,2019,4,2019-04-01,199.1,4.1,48.56
Tripura,Northeastern,2019,5,2019-05-01,213.0,4.1,51.95
Tripura,Northeastern,2019,6,2019-06-01,212.4,4.1,51.8
Tripura,Northeastern,2019,7,2019-07-01,192.6,4.1,46.98
Tripura,Northeastern,2019,8,2019-08-01,198.2,4.1,48.34
Tripura,Northeastern,2019,9,2019-09-01,189.5,4.1,46.22
Tripura,Northeastern,2019,10,2019-10-01,183.1,4.1,44.66
Tripura,Northeastern,2019,11,2019-11-01,175.9,4.1,42.9
Tripura,Northeastern,2019,12,2019-12-01,176.0,4.1,42.93
Tripura,Northeastern,2020,1,2020-01-01,189.6,4.1,46.24
Tripura,Northeastern,2020,2,2020-02-01,181.5,4.1,44.27
Tripura,Northeastern,2020,3,2020-03-01,179.2,4.1,43.71
Tripura,Northeastern,2020,4,2020-04-01,158.0,4.1,38.54
Tripura,Northeastern,2020,5,2020-05-01,184.4,4.1,44.98
Tripura,Northeastern,2020,6,2020-06-01,210.2,4.1,51.27
Tripura,Northeastern,2020,7,2020-07-01,200.9,4.1,49.0
Tripura,Northeastern,2020,8,2020-08-01,197.8,4.1,48.24
Tripura,Northeastern,2020,9,2020-09-01,202.3,4.1,49.34
Tripura,Northeastern,2020,10,2020-10-01,199.3,4.1,48.61
Tripura,Northeastern,2020,11,2020-11-01,184.6,4.1,45.02
Tripura,Northeastern,2020,12,2020-12-01,197.4,4.1,48.15
Uttar Pradesh,Northern,2019,1,2019-01-01,11857.0,231.0,51.33
Uttar Pradesh,Northern,2019,2,2019-02-01,11185.3,231.0,48.42
Uttar Pradesh,Northern,2019,3,2019-03-01,12607.8,231.0,54.58
Uttar Pradesh,Northern,2019,4,2019-04-01,12951.8,231.0,56.07
Uttar Pradesh,Northern,2019,5,2019-05-01,14236.2,231.0,61.63
Uttar Pradesh,Northern,2019,6,2019-06-01,14315.4,231.0,61.97
Uttar Pradesh,Northern,2019,7,2019-07-01,12909.3,231.0,55.88
Uttar Pradesh,Northern,2019,8,2019-08-01,12742.8,231.0,55.16
Uttar Pradesh,Northern,2019,9,2019-09-01,12618.8,231.0,54.63
Uttar Pradesh,Northern,2019,10,2019-10-01,12129.7,231.0,52.51
Uttar Pradesh,Northern,2019,11,2019-11-01,11568.5,231.0,50.08
Uttar Pradesh,Northern,2019,12,2019-12-01,11982.3,231.0,51.87
Uttar Pradesh,Northern,2020,1,2020-01-01,12223.2,231.0,52.91
Uttar Pradesh,Northern,2020,2,2020-02-01,12105.8,231.0,52.41
Uttar Pradesh,Northern,2020,3,2020-03-01,11772.4,231.0,50.96
Uttar Pradesh,Northern,2020,4,2020-04-01,10308.9,231.0,44.63
Uttar Pradesh,Northern,2020,5,2020-05-01,11660.8,231.0,50.48
Uttar Pradesh,Northern,2020,6,2020-06-01,13334.0,231.0,57.72
Uttar Pradesh,Northern,2020,7,2020-07-01,13441.1,231.0,58.19
Uttar Pradesh,Northern,2020,8,2020-08-01,13136.3,231.0,56.87
Uttar Pradesh,Northern,2020,9,2020-09-01,13523.5,231.0,58.54
Uttar Pradesh,Northern,2020,10,2020-10-01,13570.0,231.0,58.74
Uttar Pradesh,Northern,2020,11,2020-11-01,12474.9,231.0,54.0
Uttar Pradesh,Northern,2020,12,2020-12-01,13186.5,231.0,57.08
Uttarakhand,Northern,2019,1,2019-01-01,1378.4,11.0,125.31
Uttarakhand,Northern,2019,2,2019-02-01,1347.7,11.0,122.52
Uttarakhand,Northern,2019,3,2019-03-01,1481.1,11.0,134.65
Uttarakhand,Northern,2019,4,2019-04-01,1595.5,11.0,145.05
Uttarakhand,Northern,2019,5,2019-05-01,1649.8,11.0,149.98
Uttarakhand,Northern,2019,6,2019-06-01,1641.7,11.0,149.25
Uttarakhand,Northern,2019,7,2019-07-01,1548.9,11.0,140.81
Uttarakhand,Northern,2019,8,2019-08-01,1515.0,11.0,137.73
Uttarakhand,Northern,2019,9,2019-09-01,1539.7,11.0,139.97
Uttarakhand,Northern,2019,10,2019-10-01,1463.8,11.0,133.07
Uttarakhand,Northern,2019,11,2019-11-01,1383.3,11.0,125.75
Uttarakhand,Northern,2019,12,2019-12-01,1444.6,11.0,131.33
Uttarakhand,Northern,2020,1,2020-01-01,1525.8,11.0,138.71
Uttarakhand,Northern,2020,2,2020-02-01,1453.2,11.0,132.11
Uttarakhand,Northern,2020,3,2020-03-01,1376.5,11.0,125.14
Uttarakhand,Northern,2020,4,2020-04-01,1148.2,11.0,104.38
Uttarakhand,Northern,2020,5,2020-05-01,1396.5,11.0,126.95
Uttarakhand,Northern,2020,6,2020-06-01,1564.3,11.0,142.21
Uttarakhand,Northern,2020,7,2020-07-01,1584.7,11.0,144.06
Uttarakhand,Northern,2020,8,2020-08-01,1609.1,11.0,146.28
Uttarakhand,Northern,2020,9,2020-09-01,1583.1,11.0,143.92
Uttarakhand,Northern,2020,10,2020-10-01,1585.8,11.0,144.16
Uttarakhand,Northern,2020,11,2020-11-01,1449.5,11.0,131.77
Uttarakhand,Northern,2020,12,2020-12-01,1545.0,11.0,140.45
West Bengal,Eastern,2019,1,2019-01-01,5385.3,99.0,54.4
West Bengal,Eastern,2019,2,2019-02-01,5138.9,99.0,51.91
West Bengal,Eastern,2019,3,2019-03-01,5636.8,99.0,56.94
West Bengal,Eastern,2019,4,2019-04-01,5980.6,99.0,60.41
West Bengal,Eastern,2019,5,2019-05-01,6687.4,99.0,67.55
West Bengal,Eastern,2019,6,2019-06-01,6383.4,99.0,64.48
West Bengal,Eastern,2019,7,2019-07-01,5968.7,99.0,60.29
West Bengal,Eastern,2019,8,2019-08-01,5935.0,99.0,59.95
West Bengal,Eastern,2019,9,2019-09-01,5790.2,99.0,58.49
West Bengal,Eastern,2019,10,2019-10-01,5607.4,99.0,56.64
West Bengal,Eastern,2019,11,2019-11-01,5502.2,99.0,55.58
West Bengal,Eastern,2019,12,2019-12-01,5572.6,99.0,56.29
West Bengal,Eastern,2020,1,2020-01-01,5672.1,99.0,57.29
West Bengal,Eastern,2020,2,2020-02-01,5485.4,99.0,55.41
West Bengal,Eastern,2020,3,2020-03-01,5486.6,99.0,55.42
West Bengal,Eastern,2020,4,2020-04-01,4525.3,99.0,45.71
West Bengal,Eastern,2020,5,2020-05-01,5346.8,99.0,54.01
West Bengal,Eastern,2020,6,2020-06-01,6310.7,99.0,63.74
West Bengal,Eastern,2020,7,2020-07-01,6271.3,99.0,63.35
West Bengal,Eastern,2020,8,2020-08-01,6140.6,99.0,62.03
West Bengal,Eastern,2020,9,2020-09-01,6256.5,99.0,63.2
West Bengal,Eastern,2020,10,2020-10-01,6151.7,99.0,62.14
West Bengal,Eastern,2020,11,2020-11-01,6153.9,99.0,62.16
West Bengal,Eastern,2020,12,2020-12-01,6150.6,99.0,62.13
